0.0,1.0
0.008,0.9949510169813002
0.016,0.9798550523842469
0.024,0.954864544746643
0.032,0.9202318473658704
0.04,0.8763066800438636
0.048,0.8235325976284275
0.056,0.7624425110114479
0.064,0.6936533058128049
0.07200000000000001,0.6178596130903342
0.08,0.5358267949789965
0.088,0.44838321609003245
0.096,0.35641187871325075
0.10400000000000001,0.2608415062898968
0.112,0.16263716519488372
0.12,0.06279051952931353
0.128,-0.037690182669934576
0.136,-0.13779029068463805
0.14400000000000002,-0.23649899702372484
0.152,-0.33281954452298657
0.16,-0.4257792915650727
0.168,-0.5144395337815065
0.176,-0.5979049830575185
0.184,-0.6753328081210244
0.192,-0.7459411454241821
0.2,-0.8090169943749473
0.20800000000000002,-0.8639234171928355
0.216,-0.9101059706849957
0.224,-0.9470983049947442
0.232,-0.9745268727865772
0.24,-0.9921147013144778
0.248,-0.9996841892832999
0.256,-0.9971589002606139
0.264,-0.9845643345292053
0.272,-0.9620276715860859
0.28,-0.9297764858882512
0.28800000000000003,-0.8881364488135444
0.296,-0.8375280400421418
0.304,-0.7784623015670236
0.312,-0.7115356772092855
0.32,-0.6374239897486895
0.328,-0.5568756164881878
0.336,-0.47070393216533246
0.34400000000000003,-0.37977909552180106
0.352,-0.28501926246997694
0.36,-0.18738131458572463
0.368,-0.08785119655074321
0.376,0.012566039883352531
0.384,0.11285638487348157
0.392,0.2120071099220545
0.4,0.30901699437494723
0.40800000000000003,0.40290643571366247
0.41600000000000004,0.4927273415482921
0.424,0.5775727034222673
0.432,0.6565857557529562
0.44,0.7289686274214112
0.448,0.793990398647835
0.456,0.8509944817946921
0.464,0.8994052515663712
0.47200000000000003,0.9387338576538742
0.48,0.968583161128631
0.488,0.988651744737914
0.496,0.9987369566060175
0.504,0.9987369566060175
0.512,0.988651744737914
0.52,0.9685831611286311
0.528,0.9387338576538741
0.536,0.8994052515663711
0.544,0.8509944817946918
0.552,0.7939903986478354
0.56,0.728968627421411
0.5680000000000001,0.6565857557529559
0.5760000000000001,0.577572703422267
0.584,0.4927273415482925
0.592,0.4029064357136629
0.6,0.30901699437494773
0.608,0.21200710992205496
0.616,0.11285638487348205
0.624,0.01256603988335302
0.632,-0.08785119655074272
0.64,-0.18738131458572502
0.648,-0.2850192624699756
0.656,-0.3797790955218014
0.664,-0.470703932165332
0.672,-0.5568756164881882
0.68,-0.6374239897486905
0.6880000000000001,-0.7115356772092855
0.6960000000000001,-0.778462301567024
0.704,-0.8375280400421408
0.712,-0.8881364488135441
0.72,-0.9297764858882515
0.728,-0.9620276715860856
0.736,-0.9845643345292053
0.744,-0.9971589002606138
0.752,-0.9996841892832999
0.76,-0.992114701314478
0.768,-0.9745268727865772
0.776,-0.9470983049947441
0.784,-0.9101059706849958
0.792,-0.863923417192835
0.8,-0.8090169943749477
0.808,-0.7459411454241818
0.8160000000000001,-0.6753328081210248
0.8240000000000001,-0.5979049830575186
0.8320000000000001,-0.5144395337815054
0.84,-0.425779291565074
0.848,-0.33281954452298723
0.856,-0.23649899702372446
0.864,-0.13779029068463877
